"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Epping","33 Abercrombie Gr",5,"House","S","Ray","17/3/18",19.6,3076,5,2,2,349,290,2010,"Whittlesea City Council",-37.62727,145.01607,"Northern",10926,"Underground",720500
"Epping","2 Axebridge Cct",4,"House","S","HAR","17/3/18",19.6,3076,4,2,2,578,216,2006,"Whittlesea City Council",-37.62765,145.03726,"Northern",10926,"Outdoor Stall",680000
"Epping","3 Ayers Ct",3,"House","S","HAR","17/3/18",19.6,3076,3,2,2,691,152,1970,"Whittlesea City Council",-37.65801,145.02683,"Northern",10926,"Carport",670000
"Epping","31 Camouflage Dr",3,"House","SP","Ray","17/3/18",19.6,3076,3,2,2,420,160.2800156,1970,"Whittlesea City Council",-37.62551,145.00432,"Northern",10926,"Detached Garage",515000
"Epping","22 Gammage Bvd",3,"House","S","HAR","17/3/18",19.6,3076,3,2,2,492,160.2800156,2011,"Whittlesea City Council",-37.62499,145.00937,"Northern",10926,"Indoor",692500
"Epping","23 Nesting Ct",4,"House","PI","McGrath","17/3/18",19.6,3076,4,3,4,568,160.2800156,2005,"Whittlesea City Council",-37.6276,145.02992,"Northern",10926,"Carport",820000
"Epping","20 Quartz Gr",4,"House","SP","Raine","17/3/18",19.6,3076,4,2,4,612,207,2005,"Whittlesea City Council",-37.63074,145.03642,"Northern",10926,"Detached Garage",685000
"Epping","22 Rockfield St",4,"House","S","hockingstuart","17/3/18",19.6,3076,4,2,2,376,180,2010,"Whittlesea City Council",-37.62918,145.00855,"Northern",10926,"Indoor",649000
"Epping","63 Shields St",4,"House","S","Love","17/3/18",19.6,3076,4,2,2,448,160.2800156,1970,"Whittlesea City Council",-37.62357,145.01017,"Northern",10926,"Parkade",662000
"Essendon","37 Daisy St",4,"House","S","Rendina","17/3/18",7.5,3040,4,2,3,590,185,1910,"Moonee Valley City Council",-37.7536,144.91097,"Western",9264,"Carport",1727000
"Essendon","38C Fletcher St",3,"House","S","Nelson","17/3/18",7.5,3040,3,2,2,207,181,2000,"Moonee Valley City Council",-37.75451,144.92179,"Western",9264,"Attached Garage",1210000
"Essendon","47 King St",4,"House","S","Nelson","17/3/18",7.5,3040,4,1,2,770,160.2800156,1970,"Moonee Valley City Council",-37.7459,144.90357,"Western",9264,"Detached Garage",1961000
"Essendon","22 McPhail St",4,"House","VB","Barry","17/3/18",7.5,3040,4,2,2,354,272,2015,"Moonee Valley City Council",-37.75474,144.91227,"Western",9264,"Indoor",1650000
"Essendon","8 Ogilvie St",5,"House","S","Barry","17/3/18",7.5,3040,5,3,2,637,160.2800156,1970,"Moonee Valley City Council",-37.75328,144.89217,"Western",9264,"Parkade",1565000
"Essendon","107 Roberts St",4,"House","SP","Barry","17/3/18",7.5,3040,4,2,2,447,160.2800156,1970,"Moonee Valley City Council",-37.74518,144.8995,"Western",9264,"Parking Pad",1485000
"Essendon","5A Roberts St",3,"House","PI","McDonald","17/3/18",7.5,3040,3,3,2,719,292,2010,"Moonee Valley City Council",-37.75396,144.89796,"Western",9264,"Carport",2100000
"Essendon","13 Wright St",3,"House","S","Hodges","17/3/18",7.5,3040,3,1,1,440,160.2800156,1970,"Moonee Valley City Council",-37.74542,144.91824,"Western",9264,"Detached Garage",1465000
"Fairfield","58 Rathmines St",3,"House","VB","Miles","17/3/18",5.7,3078,3,1,0,320,130,1910,"Darebin City Council",-37.77945,145.01553,"Northern",2970,"Parkade",1360000
"Fawkner","100 Anderson Rd",3,"House","PI","Barry","17/3/18",13.1,3060,3,1,2,587,160.2800156,1970,"Hume City Council",-37.69555,144.9677,"Northern",5070,"Outdoor Stall",670000
"Fawkner","12A Major Rd",3,"House","S","McGrath","17/3/18",13.1,3060,3,1,2,785,160.2800156,1970,"Hume City Council",-37.70793,144.97457,"Northern",5070,"Parking Pad",867500
"Fawkner","36 Major Rd",3,"Townhouse","S","Ray","17/3/18",13.1,3060,3,2,1,277,160.2800156,1970,"Hume City Council",-37.70759,144.97152,"Northern",5070,"Carport",682000
"Fawkner","49 Percy St",3,"House","S","O'Brien","17/3/18",13.1,3060,3,1,1,655,160.2800156,1970,"Hume City Council",-37.7073,144.97494,"Northern",5070,"Indoor",720000
"Fawkner","42 Tucker St",4,"House","S","HAR","17/3/18",13.1,3060,4,2,6,652,166,1970,"Hume City Council",-37.70811,144.96968,"Northern",5070,"Parkade",945000
"Ferntree Gully","82 Bryden Dr",4,"House","S","Schroeder","17/3/18",24.8,3156,4,2,4,623,171,1985,"Knox City Council",-37.8984,145.26457,"Eastern",10788,"Detached Garage",860000
"Ferntree Gully","12 Easton Ct",4,"House","SP","Max","17/3/18",24.8,3156,4,2,2,665,160.2800156,1970,"Knox City Council",-37.89254,145.2737,"Eastern",10788,"Indoor",845000
"Ferntree Gully","62 Helen Rd",4,"House","S","Ray","17/3/18",24.8,3156,4,2,2,722,170,1970,"Knox City Council",-37.87574,145.26685,"Eastern",10788,"Parkade",851000
"Fitzroy North","83 Holden St",3,"House","S","Nelson","17/3/18",3.6,3068,3,1,0,266,150,1910,"Moreland City Council",-37.77931,144.98197,"Northern",6244,"Detached Garage",1700000
"Fitzroy North","497 Napier St",3,"House","S","Collins","17/3/18",3.6,3068,3,2,2,838,160.2800156,1970,"Moreland City Council",-37.79185,144.98164,"Northern",6244,"Indoor",1412500
"Fitzroy North","15 Willowbank Rd",3,"House","S","hockingstuart","17/3/18",3.6,3068,3,2,2,560,183,1980,"Moreland City Council",-37.77501,144.98491,"Northern",6244,"Underground",1875000
"Flemington","126 Princes St",2,"House","SP","Alexkarbon","17/3/18",3.4,3031,2,1,0,217,160.2800156,1970,"Melbourne City Council",-37.78416,144.93548,"Northern",3593,"Carport",1015000
"Flemington","1 Waltham St",3,"House","S","Nelson","17/3/18",3.4,3031,3,1,0,209,143,1890,"Melbourne City Council",-37.78346,144.9283,"Northern",3593,"Detached Garage",1120000
"Footscray","32 Chatham St",3,"House","S","Sweeney","17/3/18",5.1,3011,3,1,2,182,160.2800156,1900,"Maribyrnong City Council",-37.79303,144.89111,"Western",7570,"Attached Garage",820000
"Footscray","2a Everard St",3,"Townhouse","PI","Jas","17/3/18",5.1,3011,3,2,2,148,160.2800156,1970,"Maribyrnong City Council",-37.79417,144.88535,"Western",7570,"Indoor",820000
"Footscray","50 Everard St",2,"Townhouse","S","Jas","17/3/18",5.1,3011,2,1,0,104,2,1970,"Maribyrnong City Council",-37.79656,144.88523,"Western",7570,"Parkade",620000
"Footscray","17 Tait St",3,"House","VB","Village","17/3/18",5.1,3011,3,1,2,517,160.2800156,1970,"Maribyrnong City Council",-37.79178,144.89618,"Western",7570,"Carport",960000
"Footscray","14 Tiernan St",4,"House","SP","Jas","17/3/18",5.1,3011,4,1,2,388,102,1920,"Maribyrnong City Council",-37.79419,144.89618,"Western",7570,"Detached Garage",850000
"Forest Hill","66 Stevens Rd",3,"House","S","RW","17/3/18",15.4,3131,3,1,1,594,160.2800156,1970,"Whitehorse City Council",-37.84467,145.18227,"Eastern",4385,"Attached Garage",885000
"Frankston","20 Bondi Av",3,"House","S","hockingstuart","17/3/18",38,3199,3,2,4,1083,160.2800156,1970,"Frankston City Council",-38.16041,145.13735,"South-Eastern",17055,"Indoor",845777
"Frankston","5 Jolly St",3,"House","S","Barry","17/3/18",38,3199,3,2,2,692,105,1920,"Frankston City Council",-38.14291,145.1355,"South-Eastern",17055,"Parkade",686000
"Frankston South","1 Barriedale Gr",4,"House","SA","Barry","17/3/18",38,3199,4,2,2,2878,160.2800156,1980,"Frankston City Council",-38.19043,145.13817,"South-Eastern",7566,"Carport",920000
"Frankston South","13 Buckingham Pl",5,"House","S","O'Brien","17/3/18",38,3199,5,2,4,700,199,1970,"Frankston City Council",-38.17185,145.14299,"South-Eastern",7566,"Detached Garage",825000
"Gisborne","24 Hilltop Wy",3,"House","S","Raine","17/3/18",45.9,3437,3,2,2,675,160.2800156,1970,"Macedon Ranges Shire Council",-37.48287,144.5973,"Northern Victoria",3376,"Carport",550000
"Gisborne","47 Willowbank Rd",4,"House","PI","Raine","17/3/18",45.9,3437,4,2,4,2647,160.2800156,1970,"Macedon Ranges Shire Council",-37.50182,144.60554,"Northern Victoria",3376,"Detached Garage",1250000
"Gladstone Park","3 Bede Ct",3,"House","S","Ray","17/3/18",12.9,3043,3,1,2,613,160.2800156,1970,"Hume City Council",-37.6859,144.89491,"Western",3285,"Attached Garage",640000
"Gladstone Park","9 Farley Ct",3,"House","S","Ray","17/3/18",12.9,3043,3,2,1,591,19,1970,"Hume City Council",-37.68479,144.89602,"Western",3285,"Indoor",700000
"Gladstone Park","10 Woodstock Dr",4,"House","SP","YPA","17/3/18",12.9,3043,4,1,2,666,160.2800156,1970,"Hume City Council",-37.69297,144.88705,"Western",3285,"Parkade",710000
"Glen Huntly","10 James St",4,"House","VB","hockingstuart","17/3/18",10.1,3163,4,2,2,617,207,1950,"Glen Eira City Council",-37.89042,145.04058,"Southern",2403,"Underground",1900000
"Glen Iris","9 Hortense St",3,"House","S","Noel","17/3/18",7.3,3146,3,2,4,724,160.2800156,1970,"Boroondara City Council",-37.8547,145.08095,"Southern",10412,"Carport",2160000
"Glen Iris","30 Lomond St",4,"House","PI","Marshall","17/3/18",7.3,3146,4,3,2,334,160.2800156,1970,"Boroondara City Council",-37.84881,145.06128,"Southern",10412,"Detached Garage",1850000
"Glen Iris","16 Nepean St",4,"House","VB","Marshall","17/3/18",7.3,3146,4,2,2,557,160.2800156,1930,"Boroondara City Council",-37.8488,145.05565,"Southern",10412,"Attached Garage",1900000
"Glen Iris","142 Summerhill Rd",3,"House","S","Marshall","17/3/18",7.3,3146,3,1,1,680,160.2800156,1930,"Boroondara City Council",-37.86166,145.07455,"Southern",10412,"Carport",1855000
"Glen Waverley","323 Gallaghers Rd",5,"House","PI","Barry","17/3/18",16.7,3150,5,5,2,1042,160.2800156,1970,"Monash City Council",-37.88811,145.1764,"Eastern",15321,"Parkade",2500000
"Glen Waverley","6 Goodin Gr",3,"House","S","LLC","17/3/18",16.7,3150,3,2,2,830,160.2800156,1970,"Monash City Council",-37.8758,145.16235,"Eastern",15321,"Carport",2420000
"Glen Waverley","42 Maylands Cr",4,"House","SA","Barry","17/3/18",16.7,3150,4,2,1,655,160.2800156,1970,"Monash City Council",-37.90396,145.17267,"Eastern",15321,"Attached Garage",1080000
"Glen Waverley","54 Torwood Av",4,"House","S","Harcourts","17/3/18",16.7,3150,4,2,2,799,160.2800156,1970,"Monash City Council",-37.8836,145.18661,"Eastern",15321,"Carport",1400500
"Glenroy","55 Grandview St",3,"House","PI","Nelson","17/3/18",11.2,3046,3,2,3,619,140,1950,"Moreland City Council",-37.70994,144.90987,"Northern",8870,"Indoor",880000
"Glenroy","25 Hilda St",3,"House","VB","Stockdale","17/3/18",11.2,3046,3,1,1,308,93,1950,"Moreland City Council",-37.6988,144.93355,"Northern",8870,"Parkade",550000
"Glenroy","41A Morell St",2,"Townhouse","S","Nelson","17/3/18",11.2,3046,2,1,1,136,160.2800156,1970,"Moreland City Council",-37.70227,144.94815,"Northern",8870,"Underground",525000
"Gowanbrae","47 Balerno Cir",3,"House","S","Nelson","17/3/18",12.9,3043,3,2,2,217,134,2003,"Moreland City Council",-37.70864,144.89595,"Western",1071,"Outdoor Stall",665000
"Gowanbrae","64 Gowanbrae Dr",3,"House","PI","Nelson","17/3/18",12.9,3043,3,2,2,450,186,2000,"Moreland City Council",-37.70703,144.89501,"Western",1071,"Parking Pad",770000
"Greensborough","10 Avandina Cr",4,"House","S","Morrison","17/3/18",16.1,3088,4,2,2,771,197,1980,"Banyule City Council",-37.69216,145.11166,"Northern",8524,"Carport",1120000
"Greensborough","3/3 Echuca Rd",2,"Townhouse","PI","Darren","17/3/18",16.1,3088,2,1,1,188,160.2800156,1970,"Banyule City Council",-37.70945,145.10708,"Northern",8524,"Detached Garage",670000
"Greensborough","87 Hailes St",3,"House","S","Barry","17/3/18",16.1,3088,3,1,1,467,160.2800156,1970,"Banyule City Council",-37.69977,145.09765,"Northern",8524,"Indoor",637000
"Greensborough","57 Henry St",3,"House","S","Buckingham","17/3/18",16.1,3088,3,1,2,581,120,1970,"Banyule City Council",-37.71636,145.10116,"Northern",8524,"Parkade",808000
"Greensborough","23 Sunrise Dr",4,"House","PI","Ray","17/3/18",16.1,3088,4,2,4,920,151,1995,"Banyule City Council",-37.68286,145.12333,"Northern",8524,"Outdoor Stall",930000
"Greensborough","131 Warralong Av",5,"House","SP","Darren","17/3/18",16.1,3088,5,3,2,533,256,1985,"Banyule City Council",-37.71897,145.10378,"Northern",8524,"Parking Pad",931000
"Greensborough","35 Yando St",3,"House","S","Darren","17/3/18",16.1,3088,3,1,2,557,160.2800156,1970,"Banyule City Council",-37.69723,145.09726,"Northern",8524,"Detached Garage",767000
"Greenvale","28 Frontier Av",3,"House","S","Ray","17/3/18",20.4,3059,3,2,2,313,121,2015,"Hume City Council",-37.61354,144.88646,"Northern",4864,"Attached Garage",588000
"Greenvale","48 Horizon Bvd",4,"House","S","YPA","17/3/18",20.4,3059,4,2,2,316,154,1970,"Hume City Council",-37.61756,144.88815,"Northern",4864,"Indoor",620000
"Greenvale","15 MacLaren Ct",5,"House","SP","Jason","17/3/18",20.4,3059,5,2,3,870,317,1999,"Hume City Council",-37.64775,144.9034,"Northern",4864,"Parkade",800000
"Greenvale","9 Moffat Ct",4,"House","S","Ray","17/3/18",20.4,3059,4,2,2,659,160.2800156,1970,"Hume City Council",-37.64688,144.89904,"Northern",4864,"Underground",690000
"Greenvale","26 Perugia Av",4,"House","S","Ray","17/3/18",20.4,3059,4,2,2,312,0,2013,"Hume City Council",-37.62439,144.88629,"Northern",4864,"Carport",677000
"Greenvale","9 Posy St",3,"House","S","Ray","17/3/18",20.4,3059,3,2,2,415,177,2015,"Hume City Council",-37.62525,144.87738,"Northern",4864,"Detached Garage",703000
"Hadfield","90 Hilton St",3,"House","SP","Barry","17/3/18",11.2,3046,3,1,2,550,107,1970,"Moreland City Council",-37.70202,144.94064,"Northern",2606,"Attached Garage",685000
"Hampton","24A Bridge St",2,"House","S","Biggin","17/3/18",13.8,3188,2,1,1,451,160.2800156,1970,"Bayside City Council",-37.94502,145.00516,"Southern",5454,"Parkade",1330000
"Hampton","12 Gillies St",2,"House","S","Hodges","17/3/18",13.8,3188,2,1,2,329,160.2800156,1970,"Bayside City Council",-37.9394,145.00733,"Southern",5454,"Carport",1458000
"Hampton","94 Orlando St",4,"House","S","C21","17/3/18",13.8,3188,4,2,2,545,160.2800156,1970,"Bayside City Council",-37.9348,144.99725,"Southern",5454,"Detached Garage",2595000
"Hampton East","1 Henrietta St",4,"Townhouse","PI","Woodards","17/3/18",13.8,3188,4,3,2,674,6178,1970,"Bayside City Council",-37.93825,145.036,"Southern",2356,"Indoor",1180000
"Hawthorn","342 Auburn Rd",3,"House","S","Jellis","17/3/18",5.3,3122,3,1,1,658,160.2800156,1970,"Boroondara City Council",-37.83148,145.04315,"Southern",11308,"Underground",1702000
"Hawthorn","17 Belgrave St",2,"House","S","Marshall","17/3/18",5.3,3122,2,1,2,303,160.2800156,1970,"Boroondara City Council",-37.82839,145.04116,"Southern",11308,"Outdoor Stall",1500000
"Hawthorn","4 Rae St",4,"House","VB","Kay","17/3/18",5.3,3122,4,2,2,660,294,1910,"Boroondara City Council",-37.81706,145.04341,"Southern",11308,"Attached Garage",3500000
"Hawthorn","46 Robinson Rd",5,"House","PI","Marshall","17/3/18",5.3,3122,5,2,3,670,160.2800156,1970,"Boroondara City Council",-37.83282,145.04094,"Southern",11308,"Parkade",3120000
"Hawthorn","64 Wattle Rd",2,"House","S","Nelson","17/3/18",5.3,3122,2,1,2,280,160.2800156,1970,"Boroondara City Council",-37.82518,145.03205,"Southern",11308,"Carport",1265000
"Hawthorn East","41 Leura Gr",4,"House","S","Kay","17/3/18",6.2,3123,4,2,2,667,310,1988,"Boroondara City Council",-37.83738,145.05106,"Southern",6482,"Attached Garage",3575000
"Heathmont","14 Mont Ct",4,"House","S","Fletchers","17/3/18",21.3,3135,4,3,4,893,250,1969,"Maroondah City Council",-37.828,145.25283,"Eastern",3794,"Carport",1050000
"Heidelberg Heights","26 Altona St",4,"House","S","Nelson","17/3/18",8.8,3081,4,2,4,811,145,1930,"Banyule City Council",-37.74724,145.05528,"Eastern",2947,"Detached Garage",1320000
"Heidelberg Heights","11 Dougharty Rd",3,"House","VB","Flannagan","17/3/18",8.8,3081,3,2,1,583,160.2800156,1970,"Banyule City Council",-37.7356,145.05839,"Eastern",2947,"Attached Garage",800000
"Heidelberg Heights","79 Edwin St",3,"House","PI","Fletchers","17/3/18",8.8,3081,3,1,2,598,160.2800156,1970,"Banyule City Council",-37.75144,145.05025,"Eastern",2947,"Indoor",975000
"Highett","13 George St",4,"House","S","Buxton","17/3/18",16,3190,4,2,2,1101,160.2800156,1970,"Bayside City Council",-37.9485,145.032,"Southern",4794,"Parkade",1535000
"Highett","43 Wilson St",3,"House","S","Buxton","17/3/18",16,3190,3,1,3,606,160.2800156,1950,"Bayside City Council",-37.94773,145.02679,"Southern",4794,"Outdoor Stall",1420000
"Highett","4 Worthing Rd",3,"House","S","Buxton","17/3/18",16,3190,3,1,2,670,160.2800156,1950,"Bayside City Council",-37.9477,145.03877,"Southern",4794,"Carport",1350000
"Hillside","33 Allenby Rd",5,"House","PI","Barry","17/3/18",18,3037,5,2,2,666,157,1998,"Brimbank City Council",-37.70382,144.75342,"Western",5556,"Detached Garage",650000
"Hillside","175 Community Hub",4,"House","PI","Prof.","17/3/18",18,3037,4,2,4,650,180,2001,"Brimbank City Council",-37.69971,144.74623,"Western",5556,"Attached Garage",640000
"Hillside","22 Penlow Ct",3,"House","SP","Prof.","17/3/18",18,3037,3,2,1,474,159,1995,"Brimbank City Council",-37.68944,144.74707,"Western",5556,"Indoor",550000
"Hoppers Crossing","10 Derrimut Rd",3,"House","S","Greg","17/3/18",18.4,3029,3,1,6,624,112,1980,"Wyndham City Council",-37.89091,144.68096,"Western",13830,"Carport",482500
"Hoppers Crossing","24 Fourth Av",3,"House","VB","Greg","17/3/18",18.4,3029,3,1,2,532,160.2800156,1960,"Wyndham City Council",-37.87991,144.6981,"Western",13830,"Detached Garage",500000
"Hoppers Crossing","9 Hughes St",3,"House","S","hockingstuart","17/3/18",18.4,3029,3,2,2,560,160.2800156,1970,"Wyndham City Council",-37.87062,144.6853,"Western",13830,"Attached Garage",535000
"Hoppers Crossing","7 McMillan Ct",3,"House","S","hockingstuart","17/3/18",18.4,3029,3,1,3,748,122,1990,"Wyndham City Council",-37.86505,144.69352,"Western",13830,"Indoor",530000
"Hoppers Crossing","27 Quarrion Ct",3,"House","S","YPA","17/3/18",18.4,3029,3,2,1,392,108,2000,"Wyndham City Council",-37.85095,144.67452,"Western",13830,"Parkade",473000
"Hoppers Crossing","13 Rodney Ct",3,"House","VB","Greg","17/3/18",18.4,3029,3,1,4,530,160.2800156,1970,"Wyndham City Council",-37.86805,144.70763,"Western",13830,"Carport",450000
"Hoppers Crossing","45 Spring Dr",3,"House","S","Reliance","17/3/18",18.4,3029,3,2,5,640,160.2800156,1970,"Wyndham City Council",-37.87209,144.69629,"Western",13830,"Detached Garage",602000
"Hoppers Crossing","8 Stella Wy",3,"House","S","Wyndham","17/3/18",18.4,3029,3,1,1,345,180,2003,"Wyndham City Council",-37.87161,144.69305,"Western",13830,"Attached Garage",475000
"Hughesdale","10 Bowen St",4,"House","S","Ray","17/3/18",12.3,3166,4,2,2,455,170,1900,"Monash City Council",-37.9016,145.08294,"Southern",3145,"Indoor",815000
"Jacana","10 Bliburg St",3,"House","S","RW","17/3/18",14,3047,3,1,1,757,115,1975,"Hume City Council",-37.6899,144.91092,"Northern",851,"Parkade",615000
"Jacana","15 Fidge Ct",3,"House","PI","Nelson","17/3/18",14,3047,3,1,1,600,160.2800156,1970,"Hume City Council",-37.68991,144.91132,"Northern",851,"Outdoor Stall",575000
"Jacana","7 Leech Ct",3,"House","S","YPA","17/3/18",14,3047,3,1,1,638,160.2800156,1970,"Hume City Council",-37.68275,144.90672,"Northern",851,"Parking Pad",480000
"Kalkallo","7 Malcolm St",3,"House","S","Barry","17/3/18",20.6,3064,3,1,1,2023,160.2800156,1970,"Hume City Council",-37.5304,144.94824,"Northern",121,"Carport",615000
"Kealba","59 Rowan Dr",4,"House","S","Barry","17/3/18",14,3021,4,2,2,365,146,2012,"Brimbank City Council",-37.72971,144.82654,"Western",1202,"Detached Garage",668500
"Keilor East","4 Brees Rd",5,"House","VB","Nelson","17/3/18",11.7,3033,5,3,2,547,348,1970,"Brimbank City Council",-37.75014,144.87182,"Western",5629,"Parkade",1080000
"Kew","6 Bowyer Av",5,"House","S","Kay","17/3/18",5.4,3101,5,3,4,734,160.2800156,1970,"Boroondara City Council",-37.80672,145.05511,"Southern",10331,"Attached Garage",3350000
"Kew","5 Bright St",4,"House","VB","Jellis","17/3/18",5.4,3101,4,2,2,612,196,1930,"Boroondara City Council",-37.80166,145.04333,"Southern",10331,"Indoor",1925000
"Kew","29 Cecil St",4,"House","S","Marshall","17/3/18",5.4,3101,4,2,2,568,160.2800156,1970,"Boroondara City Council",-37.80742,145.05185,"Southern",10331,"Parkade",1950000
"Kew","21 Dean St",4,"House","S","Marshall","17/3/18",5.4,3101,4,2,2,621,160.2800156,1889,"Boroondara City Council",-37.81552,145.05753,"Southern",10331,"Underground",2810000
"Kew","5 Majella Ct",3,"House","VB","Marshall","17/3/18",5.4,3101,3,2,2,844,160.2800156,1970,"Boroondara City Council",-37.80619,145.05723,"Southern",10331,"Carport",3300000
"Kew","18 Pakington St",5,"House","VB","Marshall","17/3/18",5.4,3101,5,2,2,660,221,1915,"Boroondara City Council",-37.80427,145.03464,"Southern",10331,"Attached Garage",2600000
"Kew","7 Thomas St",4,"House","PI","Jellis","17/3/18",5.4,3101,4,3,3,774,115,2004,"Boroondara City Council",-37.81152,145.04885,"Southern",10331,"Carport",3900000
"Kew East","16 Frater St",3,"House","S","Jellis","17/3/18",7.3,3102,3,1,2,701,160.2800156,1970,"Boroondara City Council",-37.79148,145.06111,"Southern",2671,"Parkade",1759000
"Kew East","65 Munro St",4,"House","VB","Jellis","17/3/18",7.3,3102,4,2,2,808,280,1939,"Boroondara City Council",-37.78783,145.06274,"Southern",2671,"Outdoor Stall",2400000
"Kilsyth","34 Beatrice St",4,"House","S","Barry","17/3/18",26,3137,4,2,4,900,160.2800156,1970,"Maroondah City Council",-37.79783,145.31924,"Eastern",4654,"Carport",855000
"Kings Park","19 Aldergate Cr",3,"House","SP","Frank","17/3/18",14,3021,3,1,4,706,18,1985,"Brimbank City Council",-37.74012,144.7718,"Western",2878,"Indoor",585000
"Kingsville","112 Wales St",4,"House","VB","Village","17/3/18",6.4,3012,4,2,2,373,150,1915,"Maribyrnong City Council",-37.8117,144.87925,"Western",1808,"Carport",1480000
"Knoxfield","114 Oconnor Rd",4,"House","SP","Barry","17/3/18",23.3,3180,3,2,2,557,160.2800156,1970,"Knox City Council",-37.88817,145.24062,"Eastern",2949,"Attached Garage",830000
"Lalor","56 French St",3,"House","S","HAR","17/3/18",16.3,3075,3,1,1,700,160.2800156,1970,"Whittlesea City Council",-37.6726,145.02001,"Northern",8279,"Parkade",784000
"Lilydale","29 Bristol Cr",3,"House","VB","McGrath","17/3/18",29.9,3140,3,2,1,649,160.2800156,1970,"Yarra Ranges Shire Council",-37.7668,145.36781,"Eastern Victoria",6732,"Detached Garage",660000
"Maidstone","5 Smith St",3,"House","VB","Biggin","17/3/18",6.4,3012,3,1,2,427,123,1960,"Maribyrnong City Council",-37.77916,144.87998,"Western",3873,"Parkade",830000
"Malvern","2 Embling Rd",5,"House","S","Marshall","17/3/18",5.9,3144,5,3,2,879,160.2800156,1970,"Stonnington City Council",-37.85279,145.03059,"Southern",4675,"Underground",4510000
"Malvern","6B Henderson Av",4,"House","S","Marshall","17/3/18",5.9,3144,4,3,2,465,160.2800156,1970,"Stonnington City Council",-37.84783,145.03492,"Southern",4675,"Carport",5040000
"Malvern","13 Wilks Av",5,"House","S","RT","17/3/18",5.9,3144,5,4,4,900,435,1930,"Stonnington City Council",-37.84802,145.03341,"Southern",4675,"Attached Garage",6300000
"Malvern East","1B Ivanhoe Gr",4,"Townhouse","S","Jellis","17/3/18",8.4,3145,4,2,1,170,160.2800156,1970,"Stonnington City Council",-37.87837,145.08093,"Southern",8801,"Detached Garage",1042000
"Malvern East","11 Karma Av",4,"House","S","hockingstuart","17/3/18",8.4,3145,4,2,2,647,160.2800156,1970,"Stonnington City Council",-37.88331,145.06464,"Southern",8801,"Attached Garage",2105000
"Malvern East","2 Peak St",3,"House","S","Jellis","17/3/18",8.4,3145,3,1,3,725,160.2800156,1950,"Stonnington City Council",-37.88009,145.08792,"Southern",8801,"Carport",1351000
"Maribyrnong","24 Gatehouse Pl",2,"House","SP","Sweeney","17/3/18",4.3,3032,2,1,1,4627,70,1911,"Maribyrnong City Council",-37.77394,144.88112,"Western",4918,"Detached Garage",527000
"Maribyrnong","45 Magazine Wy",4,"House","S","Jellis","17/3/18",4.3,3032,4,4,2,311,160.2800156,1970,"Maribyrnong City Council",-37.78506,144.8984,"Western",4918,"Attached Garage",1440000
"Meadow Heights","1 Camms Wy",3,"House","SP","Barry","17/3/18",17.4,3048,3,1,1,487,160.2800156,1970,"Hume City Council",-37.6578,144.91286,"Northern",4704,"Detached Garage",520000
"Meadow Heights","5 Homewood Ct",3,"House","S","HAR","17/3/18",17.4,3048,3,1,2,650,160.2800156,1970,"Hume City Council",-37.65739,144.91854,"Northern",4704,"Attached Garage",445000
"Meadow Heights","16 Hopkins Wy",3,"House","S","HAR","17/3/18",17.4,3048,3,1,2,563,160.2800156,1970,"Hume City Council",-37.64159,144.92453,"Northern",4704,"Indoor",510500
"Meadow Heights","25 Melaleuca Dr",3,"House","PI","Barry","17/3/18",17.4,3048,3,2,1,470,115,1990,"Hume City Council",-37.64676,144.91356,"Northern",4704,"Parkade",480000
"Meadow Heights","5 Mia Pl",4,"House","VB","Brad","17/3/18",17.4,3048,4,2,2,510,160.2800156,1970,"Hume City Council",-37.64097,144.91952,"Northern",4704,"Underground",460000
"Melton South","24 Brennan St",3,"House","S","hockingstuart","17/3/18",29.8,3338,3,1,3,603,114,1975,"Melton City Council",-37.70478,144.57211,"Western Victoria",4718,"Attached Garage",443000
"Melton West","4 Eliana Cl",3,"House","SP","FN","17/3/18",31.7,3337,3,2,5,879,169,1990,"Melton City Council",-37.66952,144.55359,"Northern Victoria",6065,"Indoor",465000
"Mentone","83 Collins St",4,"House","S","hockingstuart","17/3/18",20,3194,4,3,1,635,160.2800156,1933,"Kingston City Council",-37.97967,145.06246,"South-Eastern",6162,"Underground",1530000
"Mentone","23 Flinders St",4,"House","VB","Buxton","17/3/18",20,3194,4,2,2,604,192,1940,"Kingston City Council",-37.97575,145.0575,"South-Eastern",6162,"Outdoor Stall",1535000
"Mernda","49 Cortona Gra",3,"House","S","RW","17/3/18",25.9,3754,3,2,1,336,160.2800156,1970,"Whittlesea City Council",-37.60419,145.08172,"Northern",5812,"Parking Pad",508000
"Mernda","7 Francesca Dr",4,"House","SP","HAR","17/3/18",25.9,3754,4,2,2,553,193,2010,"Whittlesea City Council",-37.60786,145.08913,"Northern",5812,"Carport",720000
"Mernda","25 Lockhart St",4,"House","PI","Love","17/3/18",25.9,3754,4,2,2,336,160.2800156,1970,"Whittlesea City Council",-37.58557,145.08408,"Northern",5812,"Detached Garage",500000
